Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2425,Brest,1,2024-08-17,Marseille,H,L,1,5,0,3.0,-3.0,-3.0
2425,Brest,2,2024-08-25,Lens,A,L,2,0,0,0.0,0.0,-3.0
2425,Brest,3,2024-09-14,Paris SG,A,L,3,1,0,1.0,-1.0,-4.0
2425,Brest,4,2024-09-22,Toulouse,H,W,2,0,3,1.0,2.0,-2.0
2425,Brest,5,2024-10-06,Le Havre,H,W,2,0,3,3.0,0.0,-2.0
2425,Brest,6,2024-10-19,Rennes,H,D,1,1,1,1.0,0.0,-2.0
2425,Brest,7,2024-10-26,Reims,A,W,1,2,3,3.0,0.0,-2.0
2425,Brest,8,2024-11-02,Nice,H,L,0,1,0,1.0,-1.0,-3.0
2425,Brest,9,2024-11-10,Montpellier,A,L,3,1,0,3.0,-3.0,-6.0
2425,Brest,10,2024-11-22,Monaco,A,L,3,2,0,0.0,0.0,-6.0
2425,Brest,11,2024-11-30,Strasbourg,H,W,3,1,3,1.0,2.0,-4.0
2425,Brest,12,2024-12-06,Lille,A,L,3,1,0,0.0,0.0,-4.0
2425,Brest,13,2024-12-15,Nantes,H,W,4,1,3,1.0,2.0,-2.0
2425,Brest,14,2025-01-11,Lyon,H,W,2,1,3,3.0,0.0,-2.0
2425,Brest,15,2025-01-18,Rennes,A,W,1,2,3,3.0,0.0,-2.0
2425,Brest,16,2025-01-26,Le Havre,A,W,0,1,3,3.0,0.0,-2.0
2425,Brest,17,2025-02-01,Paris SG,H,L,2,5,0,0.0,0.0,-2.0
2425,Brest,18,2025-02-07,Nantes,A,W,0,2,3,3.0,0.0,-2.0
2425,Brest,19,2025-02-23,Strasbourg,A,D,0,0,1,3.0,-2.0,-4.0
2425,Brest,20,2025-03-02,Lyon,A,L,2,1,0,0.0,0.0,-4.0
2425,Brest,21,2025-03-16,Reims,H,D,0,0,1,1.0,0.0,-4.0
2425,Brest,22,2025-03-30,Toulouse,A,W,2,4,3,3.0,0.0,-4.0
2425,Brest,23,2025-04-05,Monaco,H,W,2,1,3,0.0,3.0,-1.0
2425,Brest,24,2025-04-20,Lens,H,L,1,3,0,3.0,-3.0,-4.0
2425,Brest,25,2025-04-27,Marseille,A,L,4,1,0,0.0,0.0,-4.0
2425,Brest,26,2025-05-04,Montpellier,H,W,1,0,3,3.0,0.0,-4.0
2425,Brest,27,2025-05-10,Lille,H,W,2,0,3,1.0,2.0,-2.0
2425,Brest,28,2025-05-17,Nice,A,L,6,0,0,1.0,-1.0,-3.0
2425,Le Havre,1,2024-08-16,Paris SG,H,L,1,4,0,0.0,0.0,0.0
2425,Le Havre,2,2024-09-15,Toulouse,A,L,2,0,0,3.0,-3.0,-3.0
2425,Le Havre,3,2024-09-22,Monaco,A,L,3,1,0,1.0,-1.0,-4.0
2425,Le Havre,4,2024-09-28,Lille,H,L,0,3,0,0.0,0.0,-4.0
2425,Le Havre,5,2024-10-06,Brest,A,L,2,0,0,0.0,0.0,-4.0
2425,Le Havre,6,2024-10-20,Lyon,H,L,0,4,0,3.0,-3.0,-7.0
2425,Le Havre,7,2024-10-25,Rennes,A,L,1,0,0,1.0,-1.0,-8.0
2425,Le Havre,8,2024-11-03,Montpellier,H,W,1,0,3,0.0,3.0,-5.0
2425,Le Havre,9,2024-11-10,Reims,H,L,0,3,0,0.0,0.0,-5.0
2425,Le Havre,10,2024-11-24,Nantes,A,W,0,2,3,1.0,2.0,-3.0
2425,Le Havre,11,2024-12-07,Nice,A,L,2,1,0,0.0,0.0,-3.0
2425,Le Havre,12,2024-12-15,Strasbourg,H,L,0,3,0,3.0,-3.0,-6.0
2425,Le Havre,13,2025-01-05,Marseille,A,L,5,1,0,0.0,0.0,-6.0
2425,Le Havre,14,2025-01-12,Lens,H,L,1,2,0,1.0,-1.0,-7.0
2425,Le Havre,15,2025-01-19,Reims,A,D,1,1,1,0.0,1.0,-6.0
2425,Le Havre,16,2025-01-26,Brest,H,L,0,1,0,0.0,0.0,-6.0
2425,Le Havre,17,2025-02-08,Lille,A,W,1,2,3,0.0,3.0,-3.0
2425,Le Havre,18,2025-02-16,Nice,H,L,1,3,0,3.0,-3.0,-6.0
2425,Le Havre,19,2025-02-23,Toulouse,H,L,1,4,0,3.0,-3.0,-9.0
2425,Le Havre,20,2025-03-01,Lens,A,W,3,4,3,1.0,2.0,-7.0
2425,Le Havre,21,2025-03-16,Lyon,A,L,4,2,0,1.0,-1.0,-8.0
2425,Le Havre,22,2025-03-30,Nantes,H,W,3,2,3,0.0,3.0,-5.0
2425,Le Havre,23,2025-04-06,Montpellier,A,W,0,2,3,1.0,2.0,-3.0
2425,Le Havre,24,2025-04-13,Rennes,H,L,1,5,0,0.0,0.0,-3.0
2425,Le Havre,25,2025-04-19,Paris SG,A,L,2,1,0,1.0,-1.0,-4.0
2425,Le Havre,26,2025-04-26,Monaco,H,D,1,1,1,1.0,0.0,-4.0
2425,Le Havre,27,2025-05-10,Marseille,H,L,1,3,0,0.0,0.0,-4.0
2425,Le Havre,28,2025-05-17,Strasbourg,A,W,2,3,3,0.0,3.0,-1.0
2425,Lens,1,2024-08-25,Brest,H,W,2,0,3,3.0,0.0,0.0
2425,Lens,2,2024-09-01,Monaco,A,D,1,1,1,0.0,1.0,1.0
2425,Lens,3,2024-09-15,Lyon,H,D,0,0,1,3.0,-2.0,-1.0
2425,Lens,4,2024-09-21,Rennes,A,D,1,1,1,1.0,0.0,-1.0
2425,Lens,5,2024-09-28,Nice,H,D,0,0,1,0.0,1.0,0.0
2425,Lens,6,2024-10-06,Strasbourg,A,D,2,2,1,3.0,-2.0,-2.0
2425,Lens,7,2024-10-26,Lille,H,L,0,2,0,1.0,-1.0,-3.0
2425,Lens,8,2024-11-02,Paris SG,A,L,1,0,0,0.0,0.0,-3.0
2425,Lens,9,2024-11-09,Nantes,H,W,3,2,3,3.0,0.0,-3.0
2425,Lens,10,2024-11-23,Marseille,H,L,1,3,0,3.0,-3.0,-6.0
2425,Lens,11,2024-11-29,Reims,A,W,0,2,3,1.0,2.0,-4.0
