Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2122,Angers,1,2021-08-08,Strasbourg,A,W,0,2,3,1.0,2.0,2.0
2122,Angers,2,2021-08-15,Lyon,H,W,3,0,3,0.0,3.0,5.0
2122,Angers,3,2021-08-22,Bordeaux,A,D,1,1,1,0.0,1.0,6.0
2122,Angers,4,2021-08-29,Rennes,H,W,2,0,3,0.0,3.0,9.0
2122,Angers,5,2021-09-12,Brest,A,D,1,1,1,1.0,0.0,9.0
2122,Angers,6,2021-09-19,Nantes,H,L,1,4,0,0.0,0.0,9.0
2122,Angers,7,2021-09-22,Marseille,H,D,0,0,1,3.0,-2.0,7.0
2122,Angers,8,2021-10-03,Metz,H,W,3,2,3,1.0,2.0,9.0
2122,Angers,9,2021-10-15,Paris SG,A,L,2,1,0,0.0,0.0,9.0
2122,Angers,10,2021-10-22,St Etienne,A,D,2,2,1,1.0,0.0,9.0
2122,Angers,11,2021-10-31,Nice,H,L,1,2,0,0.0,0.0,9.0
2122,Angers,12,2021-11-06,Lille,A,D,1,1,1,3.0,-2.0,7.0
2122,Angers,13,2021-11-21,Lorient,H,W,1,0,3,3.0,0.0,7.0
2122,Angers,14,2021-11-26,Lens,A,D,2,2,1,3.0,-2.0,5.0
2122,Angers,15,2021-12-01,Monaco,H,L,1,3,0,0.0,0.0,5.0
2122,Angers,16,2021-12-05,Reims,A,W,1,2,3,1.0,2.0,7.0
2122,Angers,17,2021-12-22,Montpellier,A,L,4,1,0,0.0,0.0,7.0
2122,Angers,18,2022-01-16,Lorient,A,D,0,0,1,0.0,1.0,8.0
2122,Angers,19,2022-01-26,St Etienne,H,L,0,1,0,0.0,0.0,8.0
2122,Angers,20,2022-02-04,Marseille,A,L,5,2,0,0.0,0.0,8.0
2122,Angers,21,2022-02-13,Strasbourg,H,L,0,1,0,0.0,0.0,8.0
2122,Angers,22,2022-02-20,Nice,A,L,1,0,0,0.0,0.0,8.0
2122,Angers,23,2022-02-27,Lens,H,L,1,2,0,1.0,-1.0,7.0
2122,Angers,24,2022-03-06,Rennes,A,L,2,0,0,3.0,-3.0,4.0
2122,Angers,25,2022-03-13,Reims,H,L,0,1,0,3.0,-3.0,1.0
2122,Angers,26,2022-03-20,Brest,H,W,1,0,3,3.0,0.0,1.0
2122,Angers,27,2022-04-03,Lyon,A,L,3,2,0,0.0,0.0,1.0
2122,Angers,28,2022-04-10,Lille,H,D,1,1,1,0.0,1.0,2.0
2122,Angers,29,2022-04-17,Nantes,A,D,1,1,1,1.0,0.0,2.0
2122,Angers,30,2022-04-20,Paris SG,H,L,0,3,0,0.0,0.0,2.0
2122,Angers,31,2022-05-01,Monaco,A,L,2,0,0,0.0,0.0,2.0
2122,Angers,32,2022-05-08,Bordeaux,H,W,4,1,3,0.0,3.0,5.0
2122,Angers,33,2022-05-14,Metz,A,L,1,0,0,3.0,-3.0,2.0
2122,Angers,34,2022-05-21,Montpellier,H,W,2,0,3,1.0,2.0,4.0
2122,Bordeaux,1,2021-08-15,Marseille,A,D,2,2,1,0.0,1.0,1.0
2122,Bordeaux,2,2021-08-22,Angers,H,D,1,1,1,3.0,-2.0,-1.0
2122,Bordeaux,3,2021-08-28,Nice,A,L,4,0,0,3.0,-3.0,-4.0
2122,Bordeaux,4,2021-09-12,Lens,H,L,2,3,0,3.0,-3.0,-7.0
2122,Bordeaux,5,2021-09-18,St Etienne,A,W,1,2,3,0.0,3.0,-4.0
2122,Bordeaux,6,2021-09-22,Montpellier,A,D,3,3,1,0.0,1.0,-3.0
2122,Bordeaux,7,2021-09-26,Rennes,H,D,1,1,1,3.0,-2.0,-5.0
2122,Bordeaux,8,2021-10-03,Monaco,A,L,3,0,0,0.0,0.0,-5.0
2122,Bordeaux,9,2021-10-17,Nantes,H,D,1,1,1,1.0,0.0,-5.0
2122,Bordeaux,10,2021-10-24,Lorient,A,D,1,1,1,0.0,1.0,-4.0
2122,Bordeaux,11,2021-10-31,Reims,H,W,3,2,3,0.0,3.0,-1.0
2122,Bordeaux,12,2021-11-06,Paris SG,H,L,2,3,0,0.0,0.0,-1.0
2122,Bordeaux,13,2021-11-21,Metz,A,D,3,3,1,1.0,0.0,-1.0
2122,Bordeaux,14,2021-11-28,Brest,H,L,1,2,0,3.0,-3.0,-4.0
2122,Bordeaux,15,2021-12-01,Strasbourg,A,L,5,2,0,3.0,-3.0,-7.0
2122,Bordeaux,16,2021-12-05,Lyon,H,D,2,2,1,1.0,0.0,-7.0
2122,Bordeaux,17,2021-12-22,Lille,H,L,2,3,0,0.0,0.0,-7.0
2122,Bordeaux,18,2022-01-07,Marseille,H,L,0,1,0,1.0,-1.0,-8.0
2122,Bordeaux,19,2022-01-16,Rennes,A,L,6,0,0,3.0,-3.0,-11.0
2122,Bordeaux,20,2022-01-23,Strasbourg,H,W,4,3,3,0.0,3.0,-8.0
2122,Bordeaux,21,2022-02-06,Reims,A,L,5,0,0,3.0,-3.0,-11.0
2122,Bordeaux,22,2022-02-13,Lens,A,L,3,2,0,0.0,0.0,-11.0
2122,Bordeaux,23,2022-02-20,Monaco,H,D,1,1,1,0.0,1.0,-10.0
2122,Bordeaux,24,2022-03-13,Paris SG,A,L,3,0,0,1.0,-1.0,-11.0
2122,Bordeaux,25,2022-03-20,Montpellier,H,L,0,2,0,0.0,0.0,-11.0
2122,Bordeaux,26,2022-04-02,Lille,A,D,0,0,1,0.0,1.0,-10.0
2122,Bordeaux,27,2022-04-10,Metz,H,W,3,1,3,0.0,3.0,-7.0
2122,Bordeaux,28,2022-04-17,Lyon,A,L,6,1,0,0.0,0.0,-7.0
2122,Bordeaux,29,2022-04-20,St Etienne,H,D,2,2,1,0.0,1.0,-6.0
2122,Bordeaux,30,2022-04-24,Nantes,A,L,5,3,0,0.0,0.0,-6.0
2122,Bordeaux,31,2022-05-01,Nice,H,L,0,1,0,1.0,-1.0,-7.0
2122,Bordeaux,32,2022-05-08,Angers,A,L,4,1,0,3.0,-3.0,-10.0
2122,Bordeaux,33,2022-05-14,Lorient,H,D,0,0,1,3.0,-2.0,-12.0
2122,Bordeaux,34,2022-05-21,Brest,A,W,2,4,3,0.0,3.0,-9.0
2122,Brest,1,2021-08-07,Lyon,A,D,1,1,1,1.0,0.0,0.0
2122,Brest,2,2021-08-15,Rennes,H,D,1,1,1,0.0,1.0,1.0
2122,Brest,3,2021-08-20,Paris SG,H,L,2,4,0,0.0,0.0,1.0
2122,Brest,4,2021-08-29,Strasbourg,A,L,3,1,0,1.0,-1.0,0.0
2122,Brest,5,2021-09-12,Angers,H,D,1,1,1,1.0,0.0,0.0
2122,Brest,6,2021-09-22,Nantes,A,L,3,1,0,0.0,0.0,0.0
2122,Brest,7,2021-09-26,Metz,H,L,1,2,0,0.0,0.0,0.0
2122,Brest,8,2021-10-02,Nice,A,L,2,1,0,0.0,0.0,0.0
2122,Brest,9,2021-10-17,Reims,H,D,1,1,1,3.0,-2.0,-2.0
2122,Brest,10,2021-10-23,Lille,A,D,1,1,1,1.0,0.0,-2.0
2122,Brest,11,2021-10-31,Monaco,H,W,2,0,3,3.0,0.0,-2.0
2122,Brest,12,2021-11-07,Lorient,A,W,1,2,3,0.0,3.0,1.0
2122,Brest,13,2021-11-21,Lens,H,W,4,0,3,1.0,2.0,3.0
2122,Brest,14,2021-11-28,Bordeaux,A,W,1,2,3,0.0,3.0,6.0
2122,Brest,15,2021-12-01,St Etienne,H,W,1,0,3,3.0,0.0,6.0
2122,Brest,16,2021-12-04,Marseille,A,W,1,2,3,0.0,3.0,9.0
2122,Brest,17,2021-12-11,Montpellier,H,L,0,4,0,1.0,-1.0,8.0
2122,Brest,18,2022-01-09,Nice,H,L,0,3,0,3.0,-3.0,5.0
2122,Brest,19,2022-01-15,Paris SG,A,L,2,0,0,0.0,0.0,5.0
2122,Brest,20,2022-01-22,Lille,H,W,2,0,3,3.0,0.0,5.0
2122,Brest,21,2022-02-06,Rennes,A,L,2,0,0,0.0,0.0,5.0
2122,Brest,22,2022-02-20,Reims,A,D,1,1,1,0.0,1.0,6.0
2122,Brest,23,2022-02-27,Lorient,H,L,0,1,0,3.0,-3.0,3.0
2122,Brest,24,2022-03-05,Lens,A,W,0,1,3,0.0,3.0,6.0
2122,Brest,25,2022-03-13,Marseille,H,L,1,4,0,0.0,0.0,6.0
2122,Brest,26,2022-03-20,Angers,A,L,1,0,0,0.0,0.0,6.0
2122,Brest,27,2022-04-03,Montpellier,A,W,1,2,3,1.0,2.0,8.0
2122,Brest,28,2022-04-10,Nantes,H,D,1,1,1,0.0,1.0,9.0
2122,Brest,29,2022-04-16,St Etienne,A,L,2,1,0,3.0,-3.0,6.0
2122,Brest,30,2022-04-20,Lyon,H,W,2,1,3,0.0,3.0,9.0
2122,Brest,31,2022-04-24,Metz,A,W,0,1,3,3.0,0.0,9.0
2122,Brest,32,2022-05-07,Strasbourg,H,L,0,1,0,0.0,0.0,9.0
2122,Brest,33,2022-05-14,Monaco,A,L,4,2,0,0.0,0.0,9.0
2122,Brest,34,2022-05-21,Bordeaux,H,L,2,4,0,3.0,-3.0,6.0
2122,Lens,1,2021-08-08,Rennes,A,D,1,1,1,3.0,-2.0,-2.0
2122,Lens,2,2021-08-15,St Etienne,H,D,2,2,1,3.0,-2.0,-4.0
2122,Lens,3,2021-08-21,Monaco,A,W,0,2,3,3.0,0.0,-4.0
2122,Lens,4,2021-08-29,Lorient,H,D,2,2,1,3.0,-2.0,-6.0
2122,Lens,5,2021-09-12,Bordeaux,A,W,2,3,3,0.0,3.0,-3.0
2122,Lens,6,2021-09-18,Lille,H,W,1,0,3,0.0,3.0,0.0
2122,Lens,7,2021-09-22,Strasbourg,H,L,0,1,0,0.0,0.0,0.0
2122,Lens,8,2021-09-26,Marseille,A,W,2,3,3,3.0,0.0,0.0
2122,Lens,9,2021-10-01,Reims,H,W,2,0,3,1.0,2.0,2.0
2122,Lens,10,2021-10-17,Montpellier,A,L,1,0,0,3.0,-3.0,-1.0
2122,Lens,11,2021-10-24,Metz,H,W,4,1,3,1.0,2.0,1.0
2122,Lens,12,2021-10-30,Lyon,A,L,2,1,0,0.0,0.0,1.0
