Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2223,Augsburg,1,2022-08-06,Freiburg,H,L,0,4,0,0.0,0.0,0.0
2223,Augsburg,2,2022-08-13,Leverkusen,A,W,1,2,3,0.0,3.0,3.0
2223,Augsburg,3,2022-08-20,Mainz,H,L,1,2,0,3.0,-3.0,0.0
2223,Augsburg,4,2022-08-27,Hoffenheim,A,L,1,0,0,0.0,0.0,0.0
2223,Augsburg,5,2022-09-04,Hertha,H,L,0,2,0,0.0,0.0,0.0
2223,Augsburg,6,2022-09-17,Bayern Munich,H,W,1,0,3,3.0,0.0,0.0
2223,Augsburg,7,2022-10-08,Wolfsburg,H,D,1,1,1,3.0,-2.0,-2.0
2223,Augsburg,8,2022-10-16,FC Koln,A,L,3,2,0,3.0,-3.0,-5.0
2223,Augsburg,9,2022-10-22,RB Leipzig,H,D,3,3,1,1.0,0.0,-5.0
2223,Augsburg,10,2022-10-29,Stuttgart,A,L,2,1,0,0.0,0.0,-5.0
2223,Augsburg,11,2022-11-05,Ein Frankfurt,H,L,1,2,0,1.0,-1.0,-6.0
2223,Augsburg,12,2022-11-09,Union Berlin,A,D,2,2,1,1.0,0.0,-6.0
2223,Augsburg,13,2022-11-12,Bochum,H,L,0,1,0,0.0,0.0,-6.0
2223,Augsburg,14,2023-01-22,Dortmund,A,L,4,3,0,0.0,0.0,-6.0
2223,Augsburg,15,2023-01-25,M'gladbach,H,W,1,0,3,3.0,0.0,-6.0
2223,Augsburg,16,2023-01-28,Freiburg,A,L,3,1,0,0.0,0.0,-6.0
2223,Augsburg,17,2023-02-03,Leverkusen,H,W,1,0,3,0.0,3.0,-3.0
2223,Augsburg,18,2023-02-11,Mainz,A,L,3,1,0,0.0,0.0,-3.0
2223,Augsburg,19,2023-02-17,Hoffenheim,H,W,1,0,3,0.0,3.0,0.0
2223,Augsburg,20,2023-02-25,Hertha,A,L,2,0,0,1.0,-1.0,-1.0
2223,Augsburg,21,2023-03-11,Bayern Munich,A,L,5,3,0,0.0,0.0,-1.0
2223,Augsburg,22,2023-04-01,Wolfsburg,A,D,2,2,1,0.0,1.0,0.0
2223,Augsburg,23,2023-04-08,FC Koln,H,L,1,3,0,0.0,0.0,0.0
2223,Augsburg,24,2023-04-15,RB Leipzig,A,L,3,2,0,0.0,0.0,0.0
2223,Augsburg,25,2023-04-21,Stuttgart,H,D,1,1,1,3.0,-2.0,-2.0
2223,Augsburg,26,2023-04-29,Ein Frankfurt,A,D,1,1,1,1.0,0.0,-2.0
2223,Augsburg,27,2023-05-06,Union Berlin,H,W,1,0,3,3.0,0.0,-2.0
2223,Augsburg,28,2023-05-13,Bochum,A,L,3,2,0,3.0,-3.0,-5.0
2223,Augsburg,29,2023-05-21,Dortmund,H,L,0,3,0,1.0,-1.0,-6.0
2223,Augsburg,30,2023-05-27,M'gladbach,A,L,2,0,0,0.0,0.0,-6.0
2223,Bayern Munich,1,2022-08-05,Ein Frankfurt,A,W,1,6,3,3.0,0.0,0.0
2223,Bayern Munich,2,2022-08-14,Wolfsburg,H,W,2,0,3,3.0,0.0,0.0
2223,Bayern Munich,3,2022-08-21,Bochum,A,W,0,7,3,0.0,3.0,3.0
2223,Bayern Munich,4,2022-08-27,M'gladbach,H,D,1,1,1,0.0,1.0,4.0
2223,Bayern Munich,5,2022-09-03,Union Berlin,A,D,1,1,1,3.0,-2.0,2.0
2223,Bayern Munich,6,2022-09-10,Stuttgart,H,D,2,2,1,1.0,0.0,2.0
2223,Bayern Munich,7,2022-09-17,Augsburg,A,L,1,0,0,0.0,0.0,2.0
2223,Bayern Munich,8,2022-09-30,Leverkusen,H,W,4,0,3,1.0,2.0,4.0
2223,Bayern Munich,9,2022-10-08,Dortmund,A,D,2,2,1,3.0,-2.0,2.0
2223,Bayern Munich,10,2022-10-16,Freiburg,H,W,5,0,3,3.0,0.0,2.0
2223,Bayern Munich,11,2022-10-22,Hoffenheim,A,W,0,2,3,1.0,2.0,4.0
2223,Bayern Munich,12,2022-10-29,Mainz,H,W,6,2,3,3.0,0.0,4.0
2223,Bayern Munich,13,2022-11-05,Hertha,A,W,2,3,3,3.0,0.0,4.0
2223,Bayern Munich,14,2023-01-20,RB Leipzig,A,D,1,1,1,3.0,-2.0,2.0
2223,Bayern Munich,15,2023-01-24,FC Koln,H,D,1,1,1,3.0,-2.0,0.0
2223,Bayern Munich,16,2023-01-28,Ein Frankfurt,H,D,1,1,1,0.0,1.0,1.0
2223,Bayern Munich,17,2023-02-05,Wolfsburg,A,W,2,4,3,1.0,2.0,3.0
2223,Bayern Munich,18,2023-02-11,Bochum,H,W,3,0,3,3.0,0.0,3.0
2223,Bayern Munich,19,2023-02-18,M'gladbach,A,L,3,2,0,1.0,-1.0,2.0
2223,Bayern Munich,20,2023-02-26,Union Berlin,H,W,3,0,3,3.0,0.0,2.0
2223,Bayern Munich,21,2023-03-04,Stuttgart,A,W,1,2,3,3.0,0.0,2.0
2223,Bayern Munich,22,2023-03-11,Augsburg,H,W,5,3,3,3.0,0.0,2.0
2223,Bayern Munich,23,2023-03-19,Leverkusen,A,L,2,1,0,3.0,-3.0,-1.0
2223,Bayern Munich,24,2023-04-01,Dortmund,H,W,4,2,3,3.0,0.0,-1.0
2223,Bayern Munich,25,2023-04-08,Freiburg,A,W,0,1,3,3.0,0.0,-1.0
2223,Bayern Munich,26,2023-04-15,Hoffenheim,H,D,1,1,1,3.0,-2.0,-3.0
2223,Bayern Munich,27,2023-04-22,Mainz,A,L,3,1,0,0.0,0.0,-3.0
2223,Bayern Munich,28,2023-04-30,Hertha,H,W,2,0,3,3.0,0.0,-3.0
2223,Bayern Munich,29,2023-05-20,RB Leipzig,H,L,1,3,0,3.0,-3.0,-6.0
2223,Bayern Munich,30,2023-05-27,FC Koln,A,W,1,2,3,3.0,0.0,-6.0
2223,Bochum,1,2022-08-06,Mainz,H,L,1,2,0,3.0,-3.0,-3.0
2223,Bochum,2,2022-08-13,Hoffenheim,A,L,3,2,0,3.0,-3.0,-6.0
2223,Bochum,3,2022-08-21,Bayern Munich,H,L,0,7,0,3.0,-3.0,-9.0
2223,Bochum,4,2022-08-26,Freiburg,A,L,1,0,0,0.0,0.0,-9.0
2223,Bochum,5,2022-09-18,FC Koln,H,D,1,1,1,1.0,0.0,-9.0
2223,Bochum,6,2022-10-01,RB Leipzig,A,L,4,0,0,0.0,0.0,-9.0
2223,Bochum,7,2022-10-08,Ein Frankfurt,H,W,3,0,3,3.0,0.0,-9.0
2223,Bochum,8,2022-10-15,Stuttgart,A,L,4,1,0,1.0,-1.0,-10.0
2223,Bochum,9,2022-10-23,Union Berlin,H,W,2,1,3,0.0,3.0,-7.0
2223,Bochum,10,2022-10-29,Wolfsburg,A,L,4,0,0,0.0,0.0,-7.0
2223,Bochum,11,2022-11-05,Dortmund,A,L,3,0,0,3.0,-3.0,-10.0
2223,Bochum,12,2022-11-08,M'gladbach,H,W,2,1,3,0.0,3.0,-7.0
2223,Bochum,13,2022-11-12,Augsburg,A,W,0,1,3,3.0,0.0,-7.0
2223,Bochum,14,2023-01-21,Hertha,H,W,3,1,3,0.0,3.0,-4.0
2223,Bochum,15,2023-01-25,Leverkusen,A,L,2,0,0,0.0,0.0,-4.0
2223,Bochum,16,2023-01-28,Mainz,A,L,5,2,0,0.0,0.0,-4.0
2223,Bochum,17,2023-02-04,Hoffenheim,H,W,5,2,3,3.0,0.0,-4.0
2223,Bochum,18,2023-02-11,Bayern Munich,A,L,3,0,0,0.0,0.0,-4.0
2223,Bochum,19,2023-02-18,Freiburg,H,L,0,2,0,3.0,-3.0,-7.0
2223,Bochum,20,2023-03-10,FC Koln,A,W,0,2,3,0.0,3.0,-4.0
2223,Bochum,21,2023-03-18,RB Leipzig,H,W,1,0,3,0.0,3.0,-1.0
2223,Bochum,22,2023-03-31,Ein Frankfurt,A,D,1,1,1,0.0,1.0,0.0
2223,Bochum,23,2023-04-09,Stuttgart,H,L,2,3,0,1.0,-1.0,-1.0
2223,Bochum,24,2023-04-16,Union Berlin,A,D,1,1,1,0.0,1.0,0.0
2223,Bochum,25,2023-04-22,Wolfsburg,H,L,1,5,0,3.0,-3.0,-3.0
2223,Bochum,26,2023-04-28,Dortmund,H,D,1,1,1,1.0,0.0,-3.0
2223,Bochum,27,2023-05-06,M'gladbach,A,L,2,0,0,0.0,0.0,-3.0
2223,Bochum,28,2023-05-13,Augsburg,H,W,3,2,3,0.0,3.0,0.0
2223,Bochum,29,2023-05-20,Hertha,A,D,1,1,1,1.0,0.0,0.0
2223,Bochum,30,2023-05-27,Leverkusen,H,W,3,0,3,1.0,2.0,2.0
2223,Dortmund,1,2022-08-06,Leverkusen,H,W,1,0,3,0.0,3.0,3.0
2223,Dortmund,2,2022-08-12,Freiburg,A,W,1,3,3,0.0,3.0,6.0
2223,Dortmund,3,2022-08-27,Hertha,A,W,0,1,3,0.0,3.0,9.0
2223,Dortmund,4,2022-09-02,Hoffenheim,H,W,1,0,3,3.0,0.0,9.0
2223,Dortmund,5,2022-09-10,RB Leipzig,A,L,3,0,0,0.0,0.0,9.0
2223,Dortmund,6,2022-10-01,FC Koln,A,L,3,2,0,1.0,-1.0,8.0
2223,Dortmund,7,2022-10-08,Bayern Munich,H,D,2,2,1,0.0,1.0,9.0
2223,Dortmund,8,2022-10-16,Union Berlin,A,L,2,0,0,3.0,-3.0,6.0
2223,Dortmund,9,2022-10-22,Stuttgart,H,W,5,0,3,3.0,0.0,6.0
2223,Dortmund,10,2022-10-29,Ein Frankfurt,A,W,1,2,3,3.0,0.0,6.0
2223,Dortmund,11,2022-11-05,Bochum,H,W,3,0,3,0.0,3.0,9.0
