player,team,goals,assists,contributions,contribution_pct,goals_pct,assists_pct,games
Cole Campbell,Borussia Dortmund,0,0,0,0.0,0.0,0.0,1
Axel Tape,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,4
Jonah Kusi-Asare,Bayern Munich,0,0,0,0.0,0.0,0.0,1
Patrice Covic,Werder Bremen,0,0,0,0.0,0.0,0.0,7
James Sands,St. Pauli,0,0,0,0.0,0.0,0.0,9
Abdoulie Ceesay,St. Pauli,0,0,0,0.0,0.0,0.0,7
Wisdom Mike,Bayern Munich,0,0,0,0.0,0.0,0.0,1
Finn Jeltsch,VfB Stuttgart,0,0,0,0.0,0.0,0.0,5
Julian Niehues,FC Heidenheim,0,0,0,0.0,0.0,0.0,7
Tidiam Gomis,RasenBallsport Leipzig,0,0,0,0.0,0.0,0.0,2
Aaron Anselmino,Borussia Dortmund,0,0,0,0.0,0.0,0.0,3
Alejo Sarco,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,1
Claudio Echeverri,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,4
Jenson Seelt,Wolfsburg,0,0,0,0.0,0.0,0.0,4
Koki Machida,Hoffenheim,0,0,0,0.0,0.0,0.0,1
Yannik Wagner,FC Heidenheim,0,0,0,0.0,0.0,0.0,2
Cyriaque Irié,Freiburg,0,0,0,0.0,0.0,0.0,1
Lazar Jovanovic,VfB Stuttgart,0,0,0,0.0,0.0,0.0,2
Arkadiusz Pyrka,St. Pauli,0,0,0,0.0,0.0,0.0,7
Jobe Bellingham,Borussia Dortmund,0,0,0,0.0,0.0,0.0,10
Joël Schmied,FC Cologne,0,0,0,0.0,0.0,0.0,10
Sebastian Sebulonsen,FC Cologne,0,0,0,0.0,0.0,0.0,10
Kristoffer Lund,FC Cologne,0,0,0,0.0,0.0,0.0,9
Jusuf Gazibegovic,FC Cologne,0,0,0,0.0,0.0,0.0,1
Rav van den Berg,FC Cologne,0,0,0,0.0,0.0,0.0,2
Daniel Elfadli,Hamburger SV,0,0,0,0.0,0.0,0.0,9
Giorgi Gocholeishvili,Hamburger SV,0,0,0,0.0,0.0,0.0,7
Emir Sahiti,Hamburger SV,0,0,0,0.0,0.0,0.0,2
Alexander Røssing-Lelesiit,Hamburger SV,0,0,0,0.0,0.0,0.0,6
Aboubaka Soumahoro,Hamburger SV,0,0,0,0.0,0.0,0.0,1
Otto Stange,Hamburger SV,0,0,0,0.0,0.0,0.0,1
Martijn Kaars,St. Pauli,0,0,0,0.0,0.0,0.0,9
Andrija Maksimovic,RasenBallsport Leipzig,0,0,0,0.0,0.0,0.0,3
Aiman Dardari,Augsburg,0,0,0,0.0,0.0,0.0,2
Sota Kawasaki,Mainz 05,0,0,0,0.0,0.0,0.0,2
Ezequiél Fernández,Bayer Leverkusen,0,0,0,0.0,0.0,0.0,5
William Bøving,Mainz 05,0,0,0,0.0,0.0,0.0,2
Conrad Harder,RasenBallsport Leipzig,0,0,0,0.0,0.0,0.0,8
Alessio Castro-Montes,FC Cologne,0,0,0,0.0,0.0,0.0,2
Fabio Baldé,Hamburger SV,0,0,0,0.0,0.0,0.0,6
Cameron Puertas,Werder Bremen,0,0,0,0.0,0.0,0.0,8
Tobias Weigel,FC Heidenheim,0,0,0,0.0,0.0,0.0,1
Jan Urbich,Borussia M.Gladbach,0,0,0,0.0,0.0,0.0,3
