Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2425,Augsburg,1,2024-08-24,Werder Bremen,H,D,2,2,1,0.0,1.0,1.0
2425,Augsburg,2,2024-09-01,Heidenheim,A,L,4,0,0,3.0,-3.0,-2.0
2425,Augsburg,3,2024-09-20,Mainz,H,L,2,3,0,3.0,-3.0,-5.0
2425,Augsburg,4,2024-09-28,RB Leipzig,A,L,4,0,0,0.0,0.0,-5.0
2425,Augsburg,5,2024-10-04,M'gladbach,H,W,2,1,3,1.0,2.0,-3.0
2425,Augsburg,6,2024-10-19,Freiburg,A,L,3,1,0,0.0,0.0,-3.0
2425,Augsburg,7,2024-10-26,Dortmund,H,W,2,1,3,1.0,2.0,-1.0
2425,Augsburg,8,2024-11-02,Wolfsburg,A,D,1,1,1,3.0,-2.0,-3.0
2425,Augsburg,9,2024-11-10,Hoffenheim,H,D,0,0,1,1.0,0.0,-3.0
2425,Augsburg,10,2024-11-22,Bayern Munich,A,L,3,0,0,0.0,0.0,-3.0
2425,Augsburg,11,2024-11-30,Bochum,H,W,1,0,3,1.0,2.0,-1.0
2425,Augsburg,12,2024-12-07,Ein Frankfurt,A,D,2,2,1,0.0,1.0,0.0
2425,Augsburg,13,2024-12-14,Leverkusen,H,L,0,2,0,0.0,0.0,0.0
2425,Augsburg,14,2025-01-12,Stuttgart,H,L,0,1,0,0.0,0.0,0.0
2425,Augsburg,15,2025-01-15,Union Berlin,A,W,0,2,3,1.0,2.0,2.0
2425,Augsburg,16,2025-01-19,Werder Bremen,A,W,0,2,3,0.0,3.0,5.0
2425,Augsburg,17,2025-01-25,Heidenheim,H,W,2,1,3,3.0,0.0,5.0
2425,Augsburg,18,2025-02-08,Mainz,A,D,0,0,1,0.0,1.0,6.0
2425,Augsburg,19,2025-02-14,RB Leipzig,H,D,0,0,1,1.0,0.0,6.0
2425,Augsburg,20,2025-02-22,M'gladbach,A,W,0,3,3,3.0,0.0,6.0
2425,Augsburg,21,2025-03-02,Freiburg,H,D,0,0,1,3.0,-2.0,4.0
2425,Augsburg,22,2025-03-08,Dortmund,A,W,0,1,3,0.0,3.0,7.0
2425,Augsburg,23,2025-03-15,Wolfsburg,H,W,1,0,3,3.0,0.0,7.0
2425,Augsburg,24,2025-03-29,Hoffenheim,A,D,1,1,1,0.0,1.0,8.0
2425,Augsburg,25,2025-04-04,Bayern Munich,H,L,1,3,0,0.0,0.0,8.0
2425,Augsburg,26,2025-04-12,Bochum,A,W,1,2,3,1.0,2.0,10.0
2425,Augsburg,27,2025-04-20,Ein Frankfurt,H,D,0,0,1,3.0,-2.0,8.0
2425,Augsburg,28,2025-04-26,Leverkusen,A,L,2,0,0,0.0,0.0,8.0
