Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2122,Atalanta,1,2021-08-21,Torino,A,W,1,2,3,3.0,0.0,0.0
2122,Atalanta,2,2021-08-28,Bologna,H,D,0,0,1,3.0,-2.0,-2.0
2122,Atalanta,3,2021-09-11,Fiorentina,H,L,1,2,0,3.0,-3.0,-5.0
2122,Atalanta,4,2021-09-21,Sassuolo,H,W,2,1,3,3.0,0.0,-5.0
2122,Atalanta,5,2021-09-25,Inter,A,D,2,2,1,0.0,1.0,-4.0
2122,Atalanta,6,2021-10-03,Milan,H,L,2,3,0,0.0,0.0,-4.0
2122,Atalanta,7,2021-10-24,Udinese,H,D,1,1,1,3.0,-2.0,-6.0
2122,Atalanta,8,2021-10-27,Sampdoria,A,W,1,3,3,3.0,0.0,-6.0
2122,Atalanta,9,2021-10-30,Lazio,H,D,2,2,1,0.0,1.0,-5.0
2122,Atalanta,10,2021-11-06,Cagliari,A,W,1,2,3,3.0,0.0,-5.0
2122,Atalanta,11,2021-11-20,Spezia,H,W,5,2,3,3.0,0.0,-5.0
2122,Atalanta,12,2021-11-27,Juventus,A,W,0,1,3,1.0,2.0,-3.0
2122,Atalanta,13,2021-12-04,Napoli,A,W,2,3,3,0.0,3.0,0.0
2122,Atalanta,14,2021-12-12,Verona,A,W,1,2,3,3.0,0.0,0.0
2122,Atalanta,15,2021-12-18,Roma,H,L,1,4,0,3.0,-3.0,-3.0
2122,Atalanta,16,2021-12-21,Genoa,A,D,0,0,1,3.0,-2.0,-5.0
2122,Atalanta,17,2022-01-09,Udinese,A,W,2,6,3,1.0,2.0,-3.0
2122,Atalanta,18,2022-01-16,Inter,H,D,0,0,1,1.0,0.0,-3.0
2122,Atalanta,19,2022-01-22,Lazio,A,D,0,0,1,3.0,-2.0,-5.0
2122,Atalanta,20,2022-02-06,Cagliari,H,L,1,2,0,3.0,-3.0,-8.0
2122,Atalanta,21,2022-02-13,Juventus,H,D,1,1,1,3.0,-2.0,-10.0
2122,Atalanta,22,2022-02-20,Fiorentina,A,L,1,0,0,3.0,-3.0,-13.0
