Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2324,Atalanta,1,2023-08-20,Sassuolo,A,W,0,2,3,0.0,3.0,3.0
2324,Atalanta,2,2023-09-02,Monza,H,W,3,0,3,3.0,0.0,3.0
2324,Atalanta,3,2023-09-17,Fiorentina,A,L,3,2,0,1.0,-1.0,2.0
2324,Atalanta,4,2023-09-27,Verona,A,W,0,1,3,3.0,0.0,2.0
2324,Atalanta,5,2023-10-01,Juventus,H,D,0,0,1,0.0,1.0,3.0
2324,Atalanta,6,2023-10-08,Lazio,A,L,3,2,0,3.0,-3.0,0.0
2324,Atalanta,7,2023-10-30,Empoli,A,W,0,3,3,3.0,0.0,0.0
2324,Atalanta,8,2023-11-04,Inter,H,L,1,2,0,0.0,0.0,0.0
2324,Atalanta,9,2023-11-12,Udinese,A,D,1,1,1,1.0,0.0,0.0
2324,Atalanta,10,2023-11-25,Napoli,H,L,1,2,0,0.0,0.0,0.0
2324,Atalanta,11,2023-12-04,Torino,A,L,3,0,0,3.0,-3.0,-3.0
2324,Atalanta,12,2023-12-09,Milan,H,W,3,2,3,1.0,2.0,-1.0
2324,Atalanta,13,2023-12-18,Salernitana,H,W,4,1,3,3.0,0.0,-1.0
2324,Atalanta,14,2023-12-23,Bologna,A,L,1,0,0,3.0,-3.0,-4.0
2324,Atalanta,15,2023-12-30,Lecce,H,W,1,0,3,0.0,3.0,-1.0
2324,Atalanta,16,2024-01-07,Roma,A,D,1,1,1,3.0,-2.0,-3.0
2324,Atalanta,17,2024-01-27,Udinese,H,W,2,0,3,1.0,2.0,-1.0
2324,Atalanta,18,2024-02-04,Lazio,H,W,3,1,3,0.0,3.0,2.0
2324,Atalanta,19,2024-02-17,Sassuolo,H,W,3,0,3,3.0,0.0,2.0
2324,Atalanta,20,2024-02-25,Milan,A,D,1,1,1,0.0,1.0,3.0
2324,Atalanta,21,2024-02-28,Inter,A,L,4,0,0,0.0,0.0,3.0
2324,Atalanta,22,2024-03-03,Bologna,H,L,1,2,0,0.0,0.0,3.0
2324,Atalanta,23,2024-03-10,Juventus,A,D,2,2,1,1.0,0.0,3.0
2324,Atalanta,24,2024-03-30,Napoli,A,W,0,3,3,0.0,3.0,6.0
2324,Atalanta,25,2024-04-15,Verona,H,D,2,2,1,3.0,-2.0,4.0
2324,Atalanta,26,2024-04-21,Monza,A,W,1,2,3,3.0,0.0,4.0
2324,Atalanta,27,2024-04-28,Empoli,H,W,2,0,3,3.0,0.0,4.0
2324,Atalanta,28,2024-05-06,Salernitana,A,W,1,2,3,0.0,3.0,7.0
2324,Atalanta,29,2024-05-12,Roma,H,W,2,1,3,3.0,0.0,7.0
2324,Atalanta,30,2024-05-18,Lecce,A,W,0,2,3,0.0,3.0,10.0
2324,Atalanta,31,2024-05-26,Torino,H,W,3,0,3,3.0,0.0,10.0
2324,Atalanta,32,2024-06-02,Fiorentina,H,L,2,3,0,3.0,-3.0,7.0
2324,Bologna,1,2023-08-21,Milan,H,L,0,2,0,1.0,-1.0,-1.0
2324,Bologna,2,2023-08-27,Juventus,A,D,1,1,1,0.0,1.0,0.0
2324,Bologna,3,2023-09-18,Verona,A,D,0,0,1,0.0,1.0,1.0
2324,Bologna,4,2023-09-24,Napoli,H,D,0,0,1,1.0,0.0,1.0
2324,Bologna,5,2023-09-28,Monza,A,D,0,0,1,3.0,-2.0,-1.0
2324,Bologna,6,2023-10-01,Empoli,H,W,3,0,3,0.0,3.0,2.0
2324,Bologna,7,2023-10-07,Inter,A,D,2,2,1,0.0,1.0,3.0
2324,Bologna,8,2023-10-28,Sassuolo,A,D,1,1,1,1.0,0.0,3.0
2324,Bologna,9,2023-11-03,Lazio,H,W,1,0,3,1.0,2.0,5.0
2324,Bologna,10,2023-11-12,Fiorentina,A,L,2,1,0,3.0,-3.0,2.0
2324,Bologna,11,2023-11-27,Torino,H,W,2,0,3,3.0,0.0,2.0
2324,Bologna,12,2023-12-03,Lecce,A,D,1,1,1,3.0,-2.0,0.0
2324,Bologna,13,2023-12-10,Salernitana,A,W,1,2,3,1.0,2.0,2.0
2324,Bologna,14,2023-12-17,Roma,H,W,2,0,3,1.0,2.0,4.0
2324,Bologna,15,2023-12-23,Atalanta,H,W,1,0,3,0.0,3.0,7.0
2324,Bologna,16,2023-12-30,Udinese,A,L,3,0,0,3.0,-3.0,4.0
2324,Bologna,17,2024-01-27,Milan,A,D,2,2,1,0.0,1.0,5.0
2324,Bologna,18,2024-02-03,Sassuolo,H,W,4,2,3,3.0,0.0,5.0
2324,Bologna,19,2024-02-11,Lecce,H,W,4,0,3,3.0,0.0,5.0
2324,Bologna,20,2024-02-14,Fiorentina,H,W,2,0,3,3.0,0.0,5.0
2324,Bologna,21,2024-02-18,Lazio,A,W,1,2,3,0.0,3.0,8.0
2324,Bologna,22,2024-02-23,Verona,H,W,2,0,3,1.0,2.0,10.0
2324,Bologna,23,2024-03-03,Atalanta,A,W,1,2,3,3.0,0.0,10.0
2324,Bologna,24,2024-03-09,Inter,H,L,0,1,0,3.0,-3.0,7.0
2324,Bologna,25,2024-03-15,Empoli,A,W,0,1,3,0.0,3.0,10.0
2324,Bologna,26,2024-04-01,Salernitana,H,W,3,0,3,1.0,2.0,12.0
2324,Bologna,27,2024-04-13,Monza,H,D,0,0,1,0.0,1.0,13.0
2324,Bologna,28,2024-04-22,Roma,A,W,1,3,3,0.0,3.0,16.0
2324,Bologna,29,2024-04-28,Udinese,H,D,1,1,1,3.0,-2.0,14.0
2324,Bologna,30,2024-05-03,Torino,A,D,0,0,1,0.0,1.0,15.0
2324,Bologna,31,2024-05-11,Napoli,A,W,0,2,3,0.0,3.0,18.0
2324,Bologna,32,2024-05-20,Juventus,H,D,3,3,1,1.0,0.0,18.0
2324,Empoli,1,2023-08-19,Verona,H,L,0,1,0,1.0,-1.0,-1.0
2324,Empoli,2,2023-08-26,Monza,A,L,2,0,0,0.0,0.0,-1.0
2324,Empoli,3,2023-09-03,Juventus,H,L,0,2,0,3.0,-3.0,-4.0
2324,Empoli,4,2023-09-17,Roma,A,L,7,0,0,0.0,0.0,-4.0
