Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2324,Almeria,1,2023-08-11,Vallecano,H,L,0,2,0,3.0,-3.0,-3.0
2324,Almeria,2,2023-08-19,Real Madrid,H,L,1,3,0,0.0,0.0,-3.0
2324,Almeria,3,2023-08-26,Cadiz,A,D,1,1,1,1.0,0.0,-3.0
2324,Almeria,4,2023-09-01,Celta,H,L,2,3,0,3.0,-3.0,-6.0
2324,Almeria,5,2023-09-17,Villarreal,A,L,2,1,0,0.0,0.0,-6.0
2324,Almeria,6,2023-09-23,Valencia,H,D,2,2,1,3.0,-2.0,-8.0
2324,Almeria,7,2023-09-26,Sevilla,A,L,5,1,0,0.0,0.0,-8.0
2324,Almeria,8,2023-10-06,Ath Bilbao,A,L,3,0,0,0.0,0.0,-8.0
2324,Almeria,9,2023-10-22,Girona,A,L,5,2,0,0.0,0.0,-8.0
2324,Almeria,10,2023-11-11,Sociedad,H,L,1,3,0,0.0,0.0,-8.0
2324,Almeria,11,2023-11-25,Getafe,A,L,2,1,0,3.0,-3.0,-11.0
2324,Almeria,12,2023-12-03,Betis,H,D,0,0,1,0.0,1.0,-10.0
2324,Almeria,13,2023-12-10,Ath Madrid,A,L,2,1,0,0.0,0.0,-10.0
2324,Almeria,14,2023-12-17,Mallorca,H,D,0,0,1,3.0,-2.0,-12.0
2324,Almeria,15,2023-12-20,Barcelona,A,L,3,2,0,0.0,0.0,-12.0
2324,Almeria,16,2024-01-04,Osasuna,A,L,1,0,0,0.0,0.0,-12.0
2324,Almeria,17,2024-01-14,Girona,H,D,0,0,1,3.0,-2.0,-14.0
2324,Almeria,18,2024-01-21,Real Madrid,A,L,3,2,0,0.0,0.0,-14.0
2324,Almeria,19,2024-02-03,Valencia,A,L,2,1,0,1.0,-1.0,-15.0
2324,Almeria,20,2024-02-12,Ath Bilbao,H,D,0,0,1,0.0,1.0,-14.0
2324,Almeria,21,2024-02-24,Ath Madrid,H,D,2,2,1,1.0,0.0,-14.0
2324,Almeria,22,2024-03-01,Celta,A,L,1,0,0,1.0,-1.0,-15.0
2324,Almeria,23,2024-03-11,Sevilla,H,D,2,2,1,3.0,-2.0,-17.0
2324,Almeria,24,2024-03-30,Osasuna,H,L,0,3,0,0.0,0.0,-17.0
2324,Almeria,25,2024-04-14,Sociedad,A,D,2,2,1,0.0,1.0,-16.0
2324,Almeria,26,2024-04-21,Villarreal,H,L,1,2,0,0.0,0.0,-16.0
2324,Almeria,27,2024-04-27,Getafe,H,L,1,3,0,3.0,-3.0,-19.0
2324,Almeria,28,2024-05-05,Vallecano,A,W,0,1,3,0.0,3.0,-16.0
2324,Almeria,29,2024-05-12,Betis,A,L,3,2,0,0.0,0.0,-16.0
2324,Almeria,30,2024-05-16,Barcelona,H,L,0,2,0,3.0,-3.0,-19.0
2324,Almeria,31,2024-05-19,Mallorca,A,D,2,2,1,0.0,1.0,-18.0
2324,Almeria,32,2024-05-25,Cadiz,H,W,6,1,3,1.0,2.0,-16.0
2324,Ath Bilbao,1,2023-08-12,Real Madrid,H,L,0,2,0,0.0,0.0,0.0
2324,Ath Bilbao,2,2023-08-19,Osasuna,A,W,0,2,3,0.0,3.0,3.0
2324,Ath Bilbao,3,2023-08-27,Betis,H,W,4,2,3,0.0,3.0,6.0
2324,Ath Bilbao,4,2023-09-03,Mallorca,A,D,0,0,1,1.0,0.0,6.0
2324,Ath Bilbao,5,2023-09-16,Cadiz,H,W,3,0,3,3.0,0.0,6.0
2324,Ath Bilbao,6,2023-09-27,Getafe,H,D,2,2,1,1.0,0.0,6.0
2324,Ath Bilbao,7,2023-09-30,Sociedad,A,L,3,0,0,0.0,0.0,6.0
2324,Ath Bilbao,8,2023-10-06,Almeria,H,W,3,0,3,3.0,0.0,6.0
2324,Ath Bilbao,9,2023-10-22,Barcelona,A,L,1,0,0,0.0,0.0,6.0
2324,Ath Bilbao,10,2023-10-29,Valencia,H,D,2,2,1,3.0,-2.0,4.0
2324,Ath Bilbao,11,2023-11-05,Villarreal,A,W,2,3,3,0.0,3.0,7.0
2324,Ath Bilbao,12,2023-11-10,Celta,H,W,4,3,3,3.0,0.0,7.0
2324,Ath Bilbao,13,2023-11-27,Girona,A,D,1,1,1,0.0,1.0,8.0
2324,Ath Bilbao,14,2023-12-02,Vallecano,H,W,4,0,3,3.0,0.0,8.0
2324,Ath Bilbao,15,2023-12-16,Ath Madrid,H,W,2,0,3,0.0,3.0,11.0
2324,Ath Bilbao,16,2024-01-04,Sevilla,A,W,0,2,3,1.0,2.0,13.0
2324,Ath Bilbao,17,2024-01-13,Sociedad,H,W,2,1,3,3.0,0.0,13.0
2324,Ath Bilbao,18,2024-01-20,Valencia,A,L,1,0,0,3.0,-3.0,10.0
2324,Ath Bilbao,19,2024-01-28,Cadiz,A,D,0,0,1,3.0,-2.0,8.0
2324,Ath Bilbao,20,2024-02-02,Mallorca,H,W,4,0,3,1.0,2.0,10.0
