player,team,goals,assists,contributions,contribution_pct,goals_pct,assists_pct,games,season
Ollie Watkins,Aston Villa,19,13,32,42.1,25.0,17.1,37,2324
Dominic Solanke,Bournemouth,19,3,22,40.7,35.2,5.6,38,2324
Matheus Cunha,Wolverhampton Wanderers,12,7,19,38.0,24.0,14.0,32,2324
Jean-Philippe Mateta,Crystal Palace,16,5,21,36.8,28.1,8.8,35,2324
Jarrod Bowen,West Ham,16,6,22,36.7,26.7,10.0,34,2324
Son Heung-Min,Tottenham,17,10,27,36.5,23.0,13.5,35,2324
Erling Haaland,Manchester City,27,5,32,33.3,28.1,5.2,31,2324
Mohamed Salah,Liverpool,18,10,28,32.6,20.9,11.6,32,2324
Bruno Fernandes,Manchester United,10,8,18,31.6,17.5,14.0,35,2324
Chris Wood,Nottingham Forest,14,1,15,30.6,28.6,2.0,31,2324
Morgan Gibbs-White,Nottingham Forest,5,10,15,30.6,10.2,20.4,37,2324
Hee-Chan Hwang,Wolverhampton Wanderers,12,3,15,30.0,24.0,6.0,29,2324
Carlton Morris,Luton,11,4,15,28.8,21.2,7.7,38,2324
Anthony Elanga,Nottingham Forest,5,9,14,28.6,10.2,18.4,36,2324
Gustavo Hamer,Sheffield United,4,6,10,28.6,11.4,17.1,36,2324
Phil Foden,Manchester City,19,8,27,28.1,19.8,8.3,35,2324
Michael Olise,Crystal Palace,10,6,16,28.1,17.5,10.5,19,2324
Alexander Isak,Newcastle United,21,2,23,27.1,24.7,2.4,30,2324
Yoane Wissa,Brentford,12,3,15,26.8,21.4,5.4,34,2324
Bryan Mbeumo,Brentford,9,6,15,26.8,16.1,10.7,25,2324
Bukayo Saka,Arsenal,16,8,24,26.4,17.6,8.8,35,2324
Eberechi Eze,Crystal Palace,11,4,15,26.3,19.3,7.0,27,2324
Oliver McBurnie,Sheffield United,6,3,9,25.7,17.1,8.6,21,2324
Pascal Groß,Brighton,4,10,14,25.5,7.3,18.2,36,2324
Leon Bailey,Aston Villa,10,9,19,25.0,13.2,11.8,35,2324
Nicolas Jackson,Chelsea,14,5,19,24.7,18.2,6.5,35,2324
Anthony Gordon,Newcastle United,11,10,21,24.7,12.9,11.8,35,2324
Mohammed Kudus,West Ham,8,6,14,23.3,13.3,10.0,33,2324
James Ward-Prowse,West Ham,7,7,14,23.3,11.7,11.7,37,2324
Dominic Calvert-Lewin,Everton,7,2,9,22.5,17.5,5.0,32,2324
Dwight McNeil,Everton,3,6,9,22.5,7.5,15.0,35,2324
Darwin Núñez,Liverpool,11,8,19,22.1,12.8,9.3,36,2324
Kai Havertz,Arsenal,13,7,20,22.0,14.3,7.7,37,2324
Pablo Sarabia,Wolverhampton Wanderers,4,7,11,22.0,8.0,14.0,30,2324
Pedro Neto,Wolverhampton Wanderers,2,9,11,22.0,4.0,18.0,20,2324
João Pedro,Brighton,9,3,12,21.8,16.4,5.5,31,2324
Rasmus Højlund,Manchester United,10,2,12,21.1,17.5,3.5,30,2324
Richarlison,Tottenham,11,4,15,20.3,14.9,5.4,28,2324
Abdoulaye Doucouré,Everton,7,1,8,20.0,17.5,2.5,32,2324
Ben Brereton Díaz,Sheffield United,6,1,7,20.0,17.1,2.9,14,2324
Julián Álvarez,Manchester City,11,8,19,19.8,11.5,8.3,36,2324
Martin Odegaard,Arsenal,8,10,18,19.8,8.8,11.0,35,2324
Lyle Foster,Burnley,5,3,8,19.5,12.2,7.3,24,2324
Alejandro Garnacho,Manchester United,7,4,11,19.3,12.3,7.0,36,2324
Jordan Ayew,Crystal Palace,4,7,11,19.3,7.0,12.3,35,2324
Elijah Adebayo,Luton,10,0,10,19.2,19.2,0.0,27,2324
Alfie Doughty,Luton,2,8,10,19.2,3.8,15.4,37,2324
Antoine Semenyo,Bournemouth,8,2,10,18.5,14.8,3.7,33,2324
Douglas Luiz,Aston Villa,9,5,14,18.4,11.8,6.6,35,2324
Callum Hudson-Odoi,Nottingham Forest,8,1,9,18.4,16.3,2.0,29,2324
Moussa Diaby,Aston Villa,6,8,14,18.4,7.9,10.5,38,2324
Taiwo Awoniyi,Nottingham Forest,6,3,9,18.4,12.2,6.1,20,2324
Rodrigo Muniz,Fulham,9,1,10,18.2,16.4,1.8,26,2324
Harry Wilson,Fulham,4,6,10,18.2,7.3,10.9,35,2324
Andreas Pereira,Fulham,3,7,10,18.2,5.5,12.7,37,2324
Rodri,Manchester City,8,9,17,17.7,8.3,9.4,34,2324
Bruno Guimarães,Newcastle United,7,8,15,17.6,8.2,9.4,37,2324
James Maddison,Tottenham,4,9,13,17.6,5.4,12.2,28,2324
Ross Barkley,Luton,5,4,9,17.3,9.6,7.7,32,2324
Dara O'Shea,Burnley,3,4,7,17.1,7.3,9.8,33,2324
Lucas Paquetá,West Ham,4,6,10,16.7,6.7,10.0,31,2324
Marcos Senesi,Bournemouth,4,5,9,16.7,7.4,9.3,31,2324
Declan Rice,Arsenal,7,8,15,16.5,7.7,8.8,38,2324
Marcus Rashford,Manchester United,7,2,9,15.8,12.3,3.5,33,2324
Raheem Sterling,Chelsea,8,4,12,15.6,10.4,5.2,31,2324
Bernardo Silva,Manchester City,6,9,15,15.6,6.2,9.4,33,2324
Conor Gallagher,Chelsea,5,7,12,15.6,6.5,9.1,37,2324
Diogo Jota,Liverpool,10,3,13,15.1,11.6,3.5,21,2324
Luis Díaz,Liverpool,8,5,13,15.1,9.3,5.8,37,2324
Cody Gakpo,Liverpool,8,5,13,15.1,9.3,5.8,35,2324
Tomas Soucek,West Ham,7,2,9,15.0,11.7,3.3,37,2324
Jack Harrison,Everton,3,3,6,15.0,7.5,7.5,29,2324
Dejan Kulusevski,Tottenham,8,3,11,14.9,10.8,4.1,36,2324
Justin Kluivert,Bournemouth,7,1,8,14.8,13.0,1.9,32,2324
Jacob Bruun Larsen,Burnley,6,0,6,14.6,14.6,0.0,32,2324
Zeki Amdouni,Burnley,5,1,6,14.6,12.2,2.4,34,2324
Kevin De Bruyne,Manchester City,4,10,14,14.6,4.2,10.4,18,2324
Josh Brownhill,Burnley,4,2,6,14.6,9.8,4.9,33,2324
Bobby Reid,Fulham,6,2,8,14.5,10.9,3.6,33,2324
Leandro Trossard,Arsenal,12,1,13,14.3,13.2,1.1,34,2324
Scott McTominay,Manchester United,7,1,8,14.0,12.3,1.8,32,2324
Pedro Porro,Tottenham,3,7,10,13.5,4.1,9.5,35,2324
Michail Antonio,West Ham,6,2,8,13.3,10.0,3.3,26,2324
John McGinn,Aston Villa,6,4,10,13.2,7.9,5.3,35,2324
Marcus Tavernier,Bournemouth,3,4,7,13.0,5.6,7.4,30,2324
Kieran Trippier,Newcastle United,1,10,11,12.9,1.2,11.8,28,2324
Raúl Jiménez,Fulham,7,0,7,12.7,12.7,0.0,24,2324
Simon Adingra,Brighton,6,1,7,12.7,10.9,1.8,31,2324
Kaoru Mitoma,Brighton,3,4,7,12.7,5.5,7.3,19,2324
Odsonne Edouard,Crystal Palace,7,0,7,12.3,12.3,0.0,30,2324
David Datro Fofana,Burnley,4,1,5,12.2,9.8,2.4,15,2324
Wilson Odobert,Burnley,3,2,5,12.2,7.3,4.9,29,2324
Josh Cullen,Burnley,2,3,5,12.2,4.9,7.3,25,2324
Callum Wilson,Newcastle United,9,1,10,11.8,10.6,1.2,20,2324
Jacob Murphy,Newcastle United,3,7,10,11.8,3.5,8.2,21,2324
Vladimir Coufal,West Ham,0,7,7,11.7,0.0,11.7,36,2324
Alexis Mac Allister,Liverpool,5,5,10,11.6,5.8,5.8,33,2324
Jéremy Doku,Manchester City,3,8,11,11.5,3.1,8.3,29,2324
Gabriel Martinelli,Arsenal,6,4,10,11.0,6.6,4.4,35,2324
Evan Ferguson,Brighton,6,0,6,10.9,10.9,0.0,27,2324
Danny Welbeck,Brighton,5,1,6,10.9,9.1,1.8,29,2324
Willian,Fulham,4,2,6,10.9,7.3,3.6,31,2324
Antonee Robinson,Fulham,0,6,6,10.9,0.0,10.9,37,2324
Ivan Toney,Brentford,4,2,6,10.7,7.1,3.6,17,2324
Mathias Jensen,Brentford,3,3,6,10.7,5.4,5.4,32,2324
Harvey Elliott,Liverpool,3,6,9,10.5,3.5,7.0,34,2324
Youri Tielemans,Aston Villa,2,6,8,10.5,2.6,7.9,32,2324
Idrissa Gueye,Everton,4,0,4,10.0,10.0,0.0,25,2324
Mario Lemina,Wolverhampton Wanderers,4,1,5,10.0,8.0,2.0,35,2324
Gabriel Jesus,Arsenal,4,5,9,9.9,4.4,5.5,27,2324
Johann Berg Gudmundsson,Burnley,1,3,4,9.8,2.4,7.3,26,2324
Chiedozie Ogbene,Luton,4,1,5,9.6,7.7,1.9,30,2324
Sean Longstaff,Newcastle United,6,2,8,9.4,7.1,2.4,35,2324
Harvey Barnes,Newcastle United,5,3,8,9.4,5.9,3.5,21,2324
Ryan Christie,Bournemouth,0,5,5,9.3,0.0,9.3,37,2324
Mykhailo Mudryk,Chelsea,5,2,7,9.1,6.5,2.6,31,2324
Noni Madueke,Chelsea,5,2,7,9.1,6.5,2.6,23,2324
João Palhinha,Fulham,4,1,5,9.1,7.3,1.8,33,2324
Adama Traoré,Fulham,2,3,5,9.1,3.6,5.5,17,2324
Estupiñán,Brighton,2,3,5,9.1,3.6,5.5,19,2324
Tom Cairney,Fulham,1,4,5,9.1,1.8,7.3,34,2324
Ben White,Arsenal,4,4,8,8.8,4.4,4.4,37,2324
Joachim Andersen,Crystal Palace,2,3,5,8.8,3.5,5.3,38,2324
Diogo Dalot,Manchester United,2,3,5,8.8,3.5,5.3,36,2324
Tyrick Mitchell,Crystal Palace,2,3,5,8.8,3.5,5.3,37,2324
Jayden Bogle,Sheffield United,3,0,3,8.6,8.6,0.0,34,2324
Nicolás Domínguez,Nottingham Forest,2,2,4,8.2,4.1,4.1,26,2324
Danilo,Nottingham Forest,2,2,4,8.2,4.1,4.1,29,2324
Harry Toffolo,Nottingham Forest,1,3,4,8.2,2.0,6.1,23,2324
Trent Alexander-Arnold,Liverpool,3,4,7,8.1,3.5,4.7,28,2324
Pape Sarr,Tottenham,3,3,6,8.1,4.1,4.1,34,2324
Toti,Wolverhampton Wanderers,1,3,4,8.0,2.0,6.0,35,2324
Malo Gusto,Chelsea,0,6,6,7.8,0.0,7.8,27,2324
Eddie Nketiah,Arsenal,5,2,7,7.7,5.5,2.2,27,2324
Tahith Chong,Luton,4,0,4,7.7,7.7,0.0,33,2324
Andros Townsend,Luton,1,3,4,7.7,1.9,5.8,27,2324
Albert Sambi Lokonga,Luton,1,3,4,7.7,1.9,5.8,17,2324
Reece Burke,Luton,0,4,4,7.7,0.0,7.7,22,2324
Jarrad Branthwaite,Everton,3,0,3,7.5,7.5,0.0,35,2324
Beto,Everton,3,0,3,7.5,7.5,0.0,30,2324
James Garner,Everton,1,2,3,7.5,2.5,5.0,37,2324
Philip Billing,Bournemouth,2,2,4,7.4,3.7,3.7,29,2324
Enes Ünal,Bournemouth,2,2,4,7.4,3.7,3.7,16,2324
Luis Sinisterra,Bournemouth,2,2,4,7.4,3.7,3.7,20,2324
Lewis Dunk,Brighton,3,1,4,7.3,5.5,1.8,33,2324
Solly March,Brighton,3,1,4,7.3,5.5,1.8,7,2324
Facundo Buonanotte,Brighton,3,1,4,7.3,5.5,1.8,27,2324
Jay Rodriguez,Burnley,2,1,3,7.3,4.9,2.4,21,2324
Timothy Castagne,Fulham,1,3,4,7.3,1.8,5.5,34,2324
