player,team,goals,assists,contributions,contribution_pct,goals_pct,assists_pct,games,season
Harry Kane,Tottenham,23,14,37,54.4,33.8,20.6,35,2021
Matheus Pereira,West Bromwich Albion,11,6,17,48.6,31.4,17.1,33,2021
Chris Wood,Burnley,12,3,15,45.5,36.4,9.1,33,2021
David McGoldrick,Sheffield United,8,1,9,45.0,40.0,5.0,35,2021
Bruno Fernandes,Manchester United,18,12,30,41.1,24.7,16.4,37,2021
Mohamed Salah,Liverpool,22,5,27,39.7,32.4,7.4,37,2021
Son Heung-Min,Tottenham,17,10,27,39.7,25.0,14.7,37,2021
Patrick Bamford,Leeds,17,7,24,38.7,27.4,11.3,38,2021
Callum Wilson,Newcastle United,12,5,17,37.0,26.1,10.9,26,2021
Jamie Vardy,Leicester,15,9,24,35.3,22.1,13.2,34,2021
Ollie Watkins,Aston Villa,14,5,19,34.5,25.5,9.1,37,2021
Dominic Calvert-Lewin,Everton,16,0,16,34.0,34.0,0.0,33,2021
Danny Ings,Southampton,12,4,16,34.0,25.5,8.5,29,2021
James Ward-Prowse,Southampton,8,7,15,31.9,17.0,14.9,38,2021
Wilfried Zaha,Crystal Palace,11,2,13,31.7,26.8,4.9,30,2021
Pedro Neto,Wolverhampton Wanderers,5,6,11,30.6,13.9,16.7,31,2021
Che Adams,Southampton,9,5,14,29.8,19.1,10.6,36,2021
Ademola Lookman,Fulham,4,4,8,29.6,14.8,14.8,34,2021
Jack Grealish,Aston Villa,6,10,16,29.1,10.9,18.2,26,2021
Pascal Groß,Brighton,3,8,11,27.5,7.5,20.0,34,2021
Marcus Rashford,Manchester United,11,9,20,27.4,15.1,12.3,37,2021
Alexandre Lacazette,Arsenal,13,2,15,27.3,23.6,3.6,31,2021
Christian Benteke,Crystal Palace,10,1,11,26.8,24.4,2.4,30,2021
Sadio Mané,Liverpool,11,7,18,26.5,16.2,10.3,35,2021
Bobby Reid,Fulham,5,2,7,25.9,18.5,7.4,33,2021
Jack Harrison,Leeds,8,8,16,25.8,12.9,12.9,36,2021
Neal Maupay,Brighton,8,2,10,25.0,20.0,5.0,33,2021
Leandro Trossard,Brighton,5,5,10,25.0,12.5,12.5,35,2021
Eberechi Eze,Crystal Palace,4,6,10,24.4,9.8,14.6,34,2021
Michail Antonio,West Ham,10,5,15,24.2,16.1,8.1,26,2021
Raphinha,Leeds,6,9,15,24.2,9.7,14.5,30,2021
Timo Werner,Chelsea,6,8,14,24.1,10.3,13.8,35,2021
Pierre-Emerick Aubameyang,Arsenal,10,3,13,23.6,18.2,5.5,29,2021
Bertrand Traoré,Aston Villa,7,6,13,23.6,12.7,10.9,36,2021
Roberto Firmino,Liverpool,9,7,16,23.5,13.2,10.3,36,2021
Gylfi Sigurdsson,Everton,6,5,11,23.4,12.8,10.6,36,2021
Aleksandar Mitrovic,Fulham,3,3,6,22.2,11.1,11.1,27,2021
Kevin De Bruyne,Manchester City,6,12,18,21.7,7.2,14.5,25,2021
Richarlison,Everton,7,3,10,21.3,14.9,6.4,34,2021
James Rodríguez,Everton,6,4,10,21.3,12.8,8.5,23,2021
Dwight McNeil,Burnley,2,5,7,21.2,6.1,15.2,36,2021
Jesse Lingard,West Ham,9,4,13,21.0,14.5,6.5,16,2021
Jarrod Bowen,West Ham,8,5,13,21.0,12.9,8.1,38,2021
Kelechi Iheanacho,Leicester,12,2,14,20.6,17.6,2.9,25,2021
Raheem Sterling,Manchester City,10,7,17,20.5,12.0,8.4,31,2021
Nicolas Pepe,Arsenal,10,1,11,20.0,18.2,1.8,29,2021
Fabio Silva,Wolverhampton Wanderers,4,3,7,19.4,11.1,8.3,32,2021
Gareth Bale,Tottenham,11,2,13,19.1,16.2,2.9,20,2021
