Season,Team,Match_Number,Date,Opponent,Venue,Result,FTHG,FTAG,Points_cur,Points_prev,Differential,Cumulative
2122,Arsenal,1,2021-08-22,Chelsea,H,L,0,2,0,3.0,-3.0,-3.0
2122,Arsenal,2,2021-08-28,Man City,A,L,5,0,0,0.0,0.0,-3.0
2122,Arsenal,3,2021-09-18,Burnley,A,W,0,1,3,1.0,2.0,-1.0
2122,Arsenal,4,2021-09-26,Tottenham,H,W,3,1,3,3.0,0.0,-1.0
2122,Arsenal,5,2021-10-02,Brighton,A,D,0,0,1,3.0,-2.0,-3.0
2122,Arsenal,6,2021-10-18,Crystal Palace,H,D,2,2,1,1.0,0.0,-3.0
2122,Arsenal,7,2021-10-22,Aston Villa,H,W,3,1,3,0.0,3.0,0.0
2122,Arsenal,8,2021-10-30,Leicester,A,W,0,2,3,3.0,0.0,0.0
2122,Arsenal,9,2021-11-20,Liverpool,A,L,4,0,0,0.0,0.0,0.0
2122,Arsenal,10,2021-11-27,Newcastle,H,W,2,0,3,3.0,0.0,0.0
2122,Arsenal,11,2021-12-02,Man United,A,L,3,2,0,3.0,-3.0,-3.0
2122,Arsenal,12,2021-12-06,Everton,A,L,2,1,0,0.0,0.0,-3.0
2122,Arsenal,13,2021-12-11,Southampton,H,W,3,0,3,1.0,2.0,-1.0
2122,Arsenal,14,2021-12-15,West Ham,H,W,2,0,3,3.0,0.0,-1.0
2122,Arsenal,15,2021-12-18,Leeds,A,W,1,4,3,1.0,2.0,1.0
2122,Arsenal,16,2022-01-01,Man City,H,L,1,2,0,0.0,0.0,1.0
2122,Arsenal,17,2022-01-23,Burnley,H,D,0,0,1,0.0,1.0,2.0
2122,Arsenal,18,2022-02-10,Wolves,A,W,0,1,3,0.0,3.0,5.0
2122,Arsenal,19,2022-02-24,Wolves,H,W,2,1,3,0.0,3.0,8.0
2122,Arsenal,20,2022-03-13,Leicester,H,W,2,0,3,0.0,3.0,11.0
2122,Arsenal,21,2022-03-16,Liverpool,H,L,0,2,0,0.0,0.0,11.0
2122,Arsenal,22,2022-03-19,Aston Villa,A,W,0,1,3,0.0,3.0,14.0
2122,Arsenal,23,2022-04-04,Crystal Palace,A,L,3,0,0,3.0,-3.0,11.0
2122,Arsenal,24,2022-04-09,Brighton,H,L,1,2,0,3.0,-3.0,8.0
2122,Arsenal,25,2022-04-16,Southampton,A,L,1,0,0,3.0,-3.0,5.0
2122,Arsenal,26,2022-04-20,Chelsea,A,W,2,4,3,3.0,0.0,5.0
2122,Arsenal,27,2022-04-23,Man United,H,W,3,1,3,1.0,2.0,7.0
2122,Arsenal,28,2022-05-01,West Ham,A,W,1,2,3,1.0,2.0,9.0
2122,Arsenal,29,2022-05-08,Leeds,H,W,2,1,3,3.0,0.0,9.0
2122,Arsenal,30,2022-05-12,Tottenham,A,L,3,0,0,0.0,0.0,9.0
2122,Arsenal,31,2022-05-16,Newcastle,A,L,2,0,0,3.0,-3.0,6.0
2122,Arsenal,32,2022-05-22,Everton,H,W,5,1,3,0.0,3.0,9.0
2122,Aston Villa,1,2021-08-21,Newcastle,H,W,2,0,3,3.0,0.0,0.0
2122,Aston Villa,2,2021-09-11,Chelsea,A,L,3,0,0,1.0,-1.0,-1.0
2122,Aston Villa,3,2021-09-18,Everton,H,W,3,0,3,1.0,2.0,1.0
2122,Aston Villa,4,2021-09-25,Man United,A,W,0,1,3,0.0,3.0,4.0
2122,Aston Villa,5,2021-10-03,Tottenham,A,L,2,1,0,3.0,-3.0,1.0
2122,Aston Villa,6,2021-10-16,Wolves,H,L,2,3,0,1.0,-1.0,0.0
2122,Aston Villa,7,2021-10-22,Arsenal,A,L,3,1,0,3.0,-3.0,-3.0
2122,Aston Villa,8,2021-10-31,West Ham,H,L,1,4,0,0.0,0.0,-3.0
2122,Aston Villa,9,2021-11-05,Southampton,A,L,1,0,0,3.0,-3.0,-6.0
2122,Aston Villa,10,2021-11-20,Brighton,H,W,2,0,3,0.0,3.0,-3.0
2122,Aston Villa,11,2021-11-27,Crystal Palace,A,W,1,2,3,0.0,3.0,0.0
2122,Aston Villa,12,2021-12-01,Man City,H,L,1,2,0,0.0,0.0,0.0
2122,Aston Villa,13,2021-12-05,Leicester,H,W,2,1,3,0.0,3.0,3.0
2122,Aston Villa,14,2021-12-11,Liverpool,A,L,1,0,0,0.0,0.0,3.0
2122,Aston Villa,15,2021-12-26,Chelsea,H,L,1,3,0,3.0,-3.0,0.0
2122,Aston Villa,16,2022-01-15,Man United,H,D,2,2,1,0.0,1.0,1.0
2122,Aston Villa,17,2022-01-22,Everton,A,W,0,1,3,3.0,0.0,1.0
2122,Aston Villa,18,2022-02-09,Leeds,H,D,3,3,1,0.0,1.0,2.0
2122,Aston Villa,19,2022-02-13,Newcastle,A,L,1,0,0,1.0,-1.0,1.0
